file_name,start_time,timestamp,sport,sub_sport,distance_km,duration_min,pace_min_km,total_ascent,total_descent,avg_heart_rate,max_heart_rate,min_heart_rate,avg_running_cadence,max_running_cadence,enhanced_avg_speed,enhanced_max_speed,avg_temperature,total_calories,total_strides
469976702221582336.fit,2025-06-24 18:10:06,2025-06-24 19:00:47,running,nan,8.25532,50.69733333333333,6.14117118819541,21.0,12.0,143.0,166,82.0,77.0,85.0,2.714,3.195,30.0,640,3939.0
470507390528160345.fit,2025-07-17 17:37:58,2025-07-17 18:23:14,running,nan,7.516979999999999,45.270833333333336,6.0224762249378525,2.0,2.0,159.0,175,94.0,78.0,81.0,2.767,3.021,31.0,678,3545.0
470553401978028135.fit,2025-07-19 16:50:49,2025-07-19 17:59:58,running,nan,11.46762,69.1505,6.030065523622163,23.0,31.0,156.0,174,88.0,78.0,84.0,2.764,3.344,28.0,1006,5407.0
470570428568469606.fit,2025-07-20 10:59:35,2025-07-20 11:37:13,running,nan,6.22584,37.30316666666667,5.991668058714434,16.0,13.0,171.0,184,113.0,79.0,84.0,2.782,3.289,33.0,626,2971.0
470624625953374215.fit,2025-07-22 18:38:30,2025-07-22 19:42:06,running,nan,9.04552,52.17166666666667,5.767680207071199,17.0,12.0,154.0,184,87.0,79.0,84.0,2.89,4.831,26.0,743,4096.0
470970406524715611.fit,2025-08-06 16:35:09,2025-08-06 17:30:52,running,nan,8.92341,55.725,6.244809999764664,92.0,88.0,155.0,190,104.0,77.0,84.0,2.669,4.098,30.0,801,4252.0
471018655379915053.fit,2025-08-08 18:14:29,2025-08-08 19:25:55,running,nan,11.84716,70.96566666666666,5.990099455621994,90.0,90.0,165.0,192,90.0,78.0,87.0,2.782,4.95,31.0,1129,5546.0
471057939300385271.fit,2025-08-10 10:44:06,2025-08-10 12:05:31,running,nan,13.24503,81.43,6.147966444772115,18.0,86.0,157.0,171,92.0,79.0,88.0,2.711,4.444,34.0,1191,6467.0
471111041200193539.fit,2025-08-12 18:06:32,2025-08-12 19:02:42,running,nan,9.33151,56.109500000000004,6.012906807151254,89.0,88.0,155.0,183,95.0,79.0,92.0,2.772,5.263,33.0,807,4422.0
471171590575390824.fit,2025-08-15 08:23:17,2025-08-15 09:42:09,running,nan,12.978950000000001,78.87833333333333,6.077404823451306,95.0,92.0,158.0,186,93.0,78.0,114.0,2.742,4.31,32.0,1168,6188.0
471218456721653762.fit,2025-08-17 08:26:09,2025-08-17 10:11:39,running,nan,17.19875,105.19149999999999,6.116229377134966,122.0,113.0,151.0,178,89.0,78.0,84.0,2.725,3.597,31.0,1445,8297.0
471359451371176238.fit,2025-08-23 11:06:51,2025-08-23 12:06:07,running,nan,9.60055,58.83683333333333,6.12848569439598,100.0,21.0,157.0,184,102.0,80.0,119.0,2.719,4.444,28.0,858,4686.0
471381297990762599.fit,2025-08-24 08:49:19,2025-08-24 10:42:21,running,nan,18.64116,112.53299999999999,6.036802430750018,122.0,118.0,152.0,181,90.0,80.0,88.0,2.761,4.831,27.0,1554,9044.0
471434278291406949.fit,2025-08-26 16:32:49,2025-08-26 17:31:54,running,nan,10.24265,58.80433333333334,5.741124936743259,64.0,65.0,154.0,197,84.0,79.0,99.0,2.903,5.952,28.0,811,4622.0
471480702861344873.fit,2025-08-28 16:11:42,2025-08-28 17:34:22,running,nan,14.6738,81.856,5.578377788984448,138.0,160.0,153.0,177,100.0,80.0,91.0,2.988,5.102,21.0,1124,6346.0
471543189541519768.fit,2025-08-31 08:11:06,2025-08-31 10:13:49,running,nan,20.50676,122.03083333333333,5.950761277419414,41.0,103.0,147.0,167,90.0,81.0,86.0,2.801,3.247,29.0,1547,10022.0
471590635239932307.fit,2025-09-02 10:11:06,2025-09-02 11:19:54,running,nan,10.00274,60.10183333333334,6.008536994196924,54.0,57.0,147.0,165,87.0,81.0,87.0,2.774,3.226,28.0,765,4935.0
471637266236735890.fit,2025-09-04 10:05:57,2025-09-04 11:34:55,running,nan,15.550709999999999,88.914,5.717681057649458,138.0,133.0,158.0,193,95.0,80.0,91.0,2.915,5.025,25.0,1269,7138.0
471681922353889590.fit,2025-09-06 07:13:58,2025-09-06 09:47:20,running,nan,25.00972,153.37,6.13241571676932,57.0,57.0,152.0,167,86.0,81.0,86.0,2.718,3.497,26.0,2064,12477.0
471752612683743439.fit,2025-09-09 10:05:56,2025-09-09 10:56:41,running,nan,8.60248,50.7515,5.899635918944305,49.0,48.0,144.0,167,97.0,82.0,86.0,2.825,3.425,27.0,622,4240.0
471775784026013800.fit,2025-09-10 10:08:58,2025-09-10 10:55:24,running,nan,8.300040000000001,46.43716666666667,5.59481239447842,11.0,83.0,145.0,168,93.0,82.0,88.0,2.979,4.274,28.0,576,3855.0
471799052279775235.fit,2025-09-11 10:09:04,2025-09-11 10:52:28,running,nan,7.4082799999999995,42.6645,5.7590290863736255,37.0,51.0,144.0,174,91.0,82.0,90.0,2.894,4.63,28.0,522,3526.0
471869091922083841.fit,2025-09-14 10:19:45,2025-09-14 11:28:33,running,nan,12.00533,68.79866666666666,5.730676846589528,24.0,93.0,150.0,166,84.0,81.0,86.0,2.908,3.367,26.0,902,5659.0
471910794443915564.fit,2025-09-16 05:17:21,2025-09-16 06:36:34,running,nan,14.29875,78.95616666666666,5.521892939359501,91.0,129.0,167.0,193,85.0,81.0,87.0,3.018,3.953,22.0,1242,6409.0
471956857968164869.fit,2025-09-18 05:15:47,2025-09-18 06:17:58,running,nan,10.44732,61.80133333333333,5.915520280161164,62.0,109.0,162.0,193,96.0,80.0,91.0,2.817,5.155,21.0,916,4929.0
472006681205702759.fit,2025-09-20 07:53:17,2025-09-20 09:35:51,running,nan,19.31172,102.40783333333334,5.302885156440407,59.0,131.0,167.0,187,94.0,81.0,85.0,3.143,4.184,30.0,1612,8342.0
472077878610132993.fit,2025-09-23 10:10:10,2025-09-23 11:31:29,running,nan,15.5038,81.30783333333333,5.2443809474666425,75.0,74.0,157.0,185,100.0,82.0,88.0,3.178,4.673,20.0,1158,6714.0
472119965793681608.fit,2025-09-25 06:08:41,2025-09-25 07:05:03,running,nan,10.12616,56.3655,5.56632524076254,8.0,91.0,149.0,182,92.0,82.0,88.0,2.994,4.695,21.0,738,4633.0
472142655837470922.fit,2025-09-26 05:56:31,2025-09-26 06:33:50,running,nan,6.11563,37.32266666666667,6.102832687174775,39.0,45.0,141.0,161,89.0,81.0,85.0,2.731,3.215,20.0,443,3035.0
472190548480917707.fit,2025-09-28 06:12:14,2025-09-28 08:06:35,running,nan,21.37939,114.34883333333333,5.348554534686599,38.0,118.0,153.0,180,91.0,82.0,90.0,3.116,4.167,17.0,1577,9485.0
472235636242284646.fit,2025-09-30 05:51:52,2025-09-30 06:46:53,running,nan,9.76789,55.02466666666667,5.633219320310392,13.0,90.0,148.0,164,87.0,81.0,84.0,2.959,3.623,19.0,706,4486.0
472280587906875395.fit,2025-10-02 04:45:24,2025-10-02 05:17:51,running,nan,5.169989999999999,32.45733333333333,6.278026327581549,27.0,34.0,134.0,147,82.0,81.0,85.0,2.655,2.899,19.0,354,2672.0
